,mediaTech.OPEN,mediaTech.HIGH,mediaTech.LOW,mediaTech.CLOSE,mediaTech.CHANGE,mediaTech.Returns,mediaTech.TRANSACTION,mediaTech.VOL
2011/7/15,261.5,268.5,256,263,5,0.0194,3168820,12023
2011/7/18,261,261,251,251,-12,-0.0456,2398929,9379
2011/7/19,253,260.5,253,259.5,8.5,0.0339,2174050,8439
2011/7/20,265.5,274.5,263.5,272,12.5,0.0482,4457756,16498
2011/7/21,272,273,268.5,271,-1,-0.0037,1722040,6363
2011/7/22,281,285,275,277,6,0.0221,4584155,16362
2011/7/25,277,277.5,270,270.5,-6.5,-0.0235,2228736,8167
2011/7/26,275,281,273.5,281,10.5,0.0388,3135545,11259
2011/7/27,281.5,284,276,277,-4,-0.0142,2938311,10529
2011/7/28,268,272.5,266,266,-11,-0.0397,4260362,15858
2011/7/29,263,266.5,255,258.5,-7.5,-0.0282,3214614,12349
2011/8/1,261,263,254.5,255,-3.5,-0.0135,2928978,11379
2011/8/2,251,261,249,258.5,3.5,0.0137,3689839,14439
2011/8/3,252.5,255.5,250,251.5,-7,-0.0271,3436298,13579
2011/8/4,252,254.5,237.5,237.5,-14,-0.0557,3888874,15798
2011/8/5,221,232,221,224,-13.5,-0.0568,5715995,25368
2011/8/8,233,235,225,231,7,0.0313,4029431,17490
2011/8/9,221,247,221,247,16,0.0693,5539620,23448
2011/8/10,255,261,253,256,9,0.0364,5629275,21953
2011/8/11,252.5,264.5,252.5,264,8,0.0313,5274092,20312
2011/8/12,269,271.5,256.5,257,-7,-0.0265,4358859,16480
2011/8/15,265,267.5,261,266.5,9.5,0.037,2360035,8913
2011/8/16,269,270,262.5,262.5,-4,-0.015,2255495,8500
2011/8/17,262.5,265,255.5,256,-6.5,-0.0248,2731722,10565
2011/8/18,253,261,253,254,-2,-0.0078,2777575,10803
2011/8/19,250,257,246,252,-2,-0.0079,3283673,13046
2011/8/22,260,269.5,255,269,17,0.0675,4988789,18843
2011/8/23,270,273,264,272,3,0.0112,4654750,17296
2011/8/24,274.5,283,274.5,280,8,0.0294,7685436,27477
2011/8/25,285,291.5,281,281,1,0.0036,6659625,23231
2011/8/26,285,292.5,282,292.5,11.5,0.0409,5394533,18758
2011/8/29,292.5,292.5,287.5,289,-3.5,-0.012,3452343,11909
2011/8/30,291,298,288.5,290,1,0.0035,5018654,17084
2011/8/31,293,294,286.5,291.5,1.5,0.0052,3525118,12124
2011/9/1,294.5,300.5,290,290,-1.5,-0.0051,4354759,14739
2011/9/2,290,296,288,293.5,3.5,0.0121,3799477,12992
2011/9/5,287.5,291,285,285,-8.5,-0.029,3786063,13148
2011/9/6,280,281,273.5,274,-11,-0.0386,5338146,19262
2011/9/7,280,284,278.5,282.5,8.5,0.031,4369174,15516
2011/9/8,285,285.5,281,283.5,1,0.0035,3148524,11106
2011/9/9,283,289,281.5,282.5,-1,-0.0035,3396612,11884
2011/9/13,282,286.5,281,283.5,1,0.0035,2368976,8348
2011/9/14,287.5,291,268,279.5,-4,-0.0141,5061173,17998
2011/9/15,290,297.5,287,296.5,17,0.0608,5877568,20034
2011/9/16,305,312,302,311,14.5,0.0489,7754094,25296
2011/9/19,309,314.5,307,309.5,-1.5,-0.0048,3336261,10735
2011/9/20,313,328.5,313,326.5,17,0.0549,7652326,23887
2011/9/21,336,341,331,339,12.5,0.0383,11088353,32915
2011/9/22,337,348,331,348,9,0.0265,7705622,22725
2011/9/23,338.5,339,324,324,-24,-0.069,8837356,26734
2011/9/26,316,320,306,306,-18,-0.0556,5874445,18796
2011/9/27,326,327,320,327,21,0.0686,5252785,16126
2011/9/28,336,336,322.5,333,6,0.0183,5097255,15448
2011/9/29,329,335.5,326.5,328.5,-4.5,-0.0135,3340944,10085
2011/9/30,331,337.5,330.5,337.5,9,0.0274,3410704,10198
2011/10/3,332,333.5,320,325,-12.5,-0.037,3885083,11894
2011/10/4,313,327,311.5,327,2,0.0062,4004109,12529
2011/10/5,329,333,322.5,328.5,1.5,0.0046,2942494,8988
2011/10/6,337,337,330,330,1.5,0.0046,3053925,9166
2011/10/7,330,330,310.5,310.5,-19.5,-0.0591,7159819,22553
2011/10/11,315,320,313.5,320,9.5,0.0306,4134098,13047
2011/10/12,320,332,317.5,329,9,0.0281,4303358,13200
2011/10/13,332,337.5,328,336,7,0.0213,5662226,16964
2011/10/14,339.5,344,336,336.5,0.5,0.0015,4936079,14473
2011/10/17,342,342.5,333,336,-0.5,-0.0015,2908235,8621
2011/10/18,330,342.5,330,339,3,0.0089,4259262,12601
2011/10/19,342,342,326,328,-11,-0.0324,4115186,12369
2011/10/20,328,333,324,326.5,-1.5,-0.0046,3197523,9748
2011/10/21,328,332,320,332,5.5,0.0168,2942040,9019
2011/10/24,340,345,337,344,12,0.0361,5717288,16685
2011/10/25,343,345,339,339,-5,-0.0145,4538296,13292
2011/10/26,334,339.5,333.5,338,-1,-0.0029,2902967,8626
2011/10/27,335,337,326,327,-11,-0.0325,5135246,15480
2011/10/28,332,333.5,322,324,-3,-0.0092,5056027,15458
2011/10/31,320,322,315,318,-6,-0.0185,5392638,16903
2011/11/1,318,326,318,319.5,1.5,0.0047,3880735,12071
2011/11/2,315,326,314,326,6.5,0.0203,3228375,10046
2011/11/3,324.5,325.5,311,311,-15,-0.046,4336711,13670
2011/11/4,320,322,316.5,321,10,0.0322,3187546,9966
2011/11/7,321,323,317.5,317.5,-3.5,-0.0109,1493176,4675
2011/11/8,321,322,316,317,-0.5,-0.0016,1636491,5140
2011/11/9,321,325,318,318,1,0.0032,2152106,6700
2011/11/10,311,315,307,309.5,-8.5,-0.0267,3108276,10007
2011/11/11,312,317,307,312.5,3,0.0097,3165279,10153
2011/11/14,317,323,316.5,321,8.5,0.0272,2358253,7356
2011/11/15,320,323,314.5,315,-6,-0.0187,1978839,6233
2011/11/16,315.5,317.5,306,306,-9,-0.0286,3604126,11649
2011/11/17,301,308.5,298,308.5,2.5,0.0082,3466924,11419
2011/11/18,306.5,312,303.5,308,-0.5,-0.0016,2305842,7483
2011/11/21,308,312,301,301,-7,-0.0227,2881515,9426
2011/11/22,303,305,289,289,-12,-0.0399,4600244,15578
2011/11/23,285.5,292,284,284,-5,-0.0173,3029936,10518
2011/11/24,284,284,268,273.5,-10.5,-0.037,4785748,17312
2011/11/25,282,288,271.5,273.5,0,0,3580941,12853
2011/11/28,275.5,284,274,281,7.5,0.0274,2417660,8670
2011/11/29,283,285,279,282.5,1.5,0.0053,2173988,7712
2011/11/30,283,287,278,279.5,-3,-0.0106,3321546,11823
2011/12/1,291,292,286.5,287.5,8,0.0286,2777897,9613
2011/12/2,287.5,290.5,285.5,289,1.5,0.0052,1281188,4456
2011/12/5,288,289,280.5,280.5,-8.5,-0.0294,1523909,5360
2011/12/6,276,278.5,261,262,-18.5,-0.066,3477318,12880
2011/12/7,259,266.5,253,263.5,1.5,0.0057,4093885,15776
2011/12/8,261,262,254,257,-6.5,-0.0247,2404672,9325
2011/12/9,250,261.5,248,260,3,0.0117,2643738,10412
2011/12/12,265,267,260,261,1,0.0038,1518068,5763
2011/12/13,260,269,260,269,8,0.0307,2549498,9626
2011/12/14,270,271,265.5,267.5,-1.5,-0.0056,1899525,7082
2011/12/15,265,266,256.5,256.5,-11,-0.0411,2693044,10357
2011/12/16,256.5,260,255,255,-1.5,-0.0058,1679130,6532
2011/12/19,252,253,243,243.5,-11.5,-0.0451,2107690,8508
2011/12/20,243.5,254.5,243.5,251,7.5,0.0308,2027634,8104
2011/12/21,268,268.5,265,268.5,17.5,0.0697,2697018,10079
2011/12/22,268.5,269.5,266,268,-0.5,-0.0019,1865934,6965
2011/12/23,275,286,273.5,281.5,13.5,0.0504,3898893,13897
2011/12/26,282.5,283,278,281,-0.5,-0.0018,1913504,6814
2011/12/27,280,281.5,277,279,-2,-0.0071,1572907,5631
2011/12/28,280,282,273.5,275.5,-3.5,-0.0125,2366384,8534
2011/12/29,274,277.5,271.5,277.5,2,0.0073,1509742,5495
2011/12/30,281,282,276,277.5,0,0,1759596,6320
2012/1/2,279.5,280,272.5,273,-4.5,-0.0162,1468614,5328
2012/1/3,279,281,277,280,7,0.0256,1918770,6865
2012/1/4,282,285.5,280.5,280.5,0.5,0.0018,2265694,8015
2012/1/5,283.5,283.5,279,282,1.5,0.0053,1812587,6455
2012/1/6,281.5,281.5,277.5,278.5,-3.5,-0.0124,2897603,10370
2012/1/9,275,276,266.5,267,-11.5,-0.0413,3141611,11626
2012/1/10,268.5,271.5,268.5,270,3,0.0112,2484083,9188
2012/1/11,272,277,270.5,274.5,4.5,0.0167,2078100,7574
2012/1/12,274.5,276,267,272,-2.5,-0.0091,2506183,9254
2012/1/13,274.5,274.5,269,272,0,0,3615948,13306
2012/1/16,272,272,259.5,260,-12,-0.0441,3168327,12044
2012/1/17,260,266,256.5,263,3,0.0115,3217482,12313
2012/1/18,263,266.5,261,263,0,0,2384358,9060
2012/1/30,269,279.5,266,279.5,16.5,0.0627,4767603,17339
2012/1/31,281,287,277,282.5,3,0.0107,4973338,17589
2012/2/1,282,291,277.5,288,5.5,0.0195,3692201,12946
2012/2/2,290,290,283,286.5,-1.5,-0.0052,4748986,16612
2012/2/3,286,299,286,292.5,6,0.0209,5425815,18423
2012/2/4,289,299,285,292,-0.5,-0.0017,6964969,23750
2012/2/6,289,291,284,285,-7,-0.024,4585325,16048
2012/2/7,282,289,280.5,285,0,0,2902635,10189
2012/2/8,288,293.5,288,291,6,0.0211,3947733,13562
2012/2/9,291,298,289.5,292.5,1.5,0.0052,4210080,14312
2012/2/10,293,295.5,289,291.5,-1,-0.0034,2985116,10209
2012/2/13,292,311.5,291,311.5,20,0.0686,8397180,27472
2012/2/14,316,324.5,314,316,4.5,0.0144,8220655,25780
2012/2/15,321,323,316.5,317.5,1.5,0.0047,3847534,12049
2012/2/16,317.5,318.5,299,303,-14.5,-0.0457,4071081,13149
2012/2/17,308,313,301,303,0,0,4737663,15464
2012/2/20,306.5,311,303,308,5,0.0165,2322886,7558
2012/2/21,308,311,304,306,-2,-0.0065,1764706,5751
2012/2/22,304,315.5,304,313,7,0.0229,3944935,12659
2012/2/23,310,313,304,304,-9,-0.0288,3338870,10856
2012/2/24,304,306,300,302,-2,-0.0066,2094296,6923
2012/2/29,310,311,300,301,-1,-0.0033,4537971,14885
2012/3/1,302,306.5,301,303.5,2.5,0.0083,2681041,8836
2012/3/2,307,316.5,306.5,315,11.5,0.0379,6134799,19607
2012/3/3,315,320,313,313,-2,-0.0063,3796312,11999
2012/3/5,317,319.5,308,308,-5,-0.016,3641932,11603
2012/3/6,310,314,306,314,6,0.0195,3970580,12767
2012/3/7,312,322,310,317.5,3.5,0.0111,6043129,19001
2012/3/8,319,321,312,312,-5.5,-0.0173,4104401,12996
2012/3/9,312,315,310,310,-2,-0.0064,3486005,11162
2012/3/12,310,312.5,303,303,-7,-0.0226,2653916,8644
2012/3/13,305,307.5,303,303.5,0.5,0.0017,2327668,7626
2012/3/14,306,311,305.5,306,2.5,0.0082,3021955,9812
2012/3/15,310,316,310,313.5,7.5,0.0245,5292014,16881
2012/3/16,313,313.5,308,309,-4.5,-0.0144,2952837,9515
2012/3/19,310,311,305,307,-2,-0.0065,2047380,6666
2012/3/20,310,312,303,304,-3,-0.0098,2543483,8273
2012/3/21,304.5,306.5,299.5,302.5,-1.5,-0.0049,2503510,8277
2012/3/22,301,303.5,299,300,-2.5,-0.0083,2830771,9412
2012/3/23,300,301,294,296,-4,-0.0133,3539372,11958
2012/3/26,296,300,295,296,0,0,2131977,7171
2012/3/27,299,299,295,295,-1,-0.0034,1516495,5117
2012/3/28,295.5,297.5,286.5,286.5,-8.5,-0.0288,4921052,16970
2012/3/29,283.5,283.5,268,274,-12.5,-0.0436,6692639,24380
2012/3/30,276.5,282.5,275,282.5,8.5,0.031,3532922,12641
2012/4/2,282.5,282.5,275.5,276.5,-6,-0.0212,1737972,6257
2012/4/3,278,281,271,277,0.5,0.0018,2620308,9480
2012/4/5,271,276,269,274.5,-2.5,-0.009,1624460,5952
2012/4/6,277,279,276,279,4.5,0.0164,1593174,5736
2012/4/9,273.5,277.5,272.5,273,-6,-0.0215,988134,3590
2012/4/10,276,278.5,273,275.5,2.5,0.0092,1105498,4010
2012/4/11,272.5,277,272.5,277,1.5,0.0054,772251,2804
2012/4/12,277,280.5,274,278,1,0.0036,1914400,6891
2012/4/13,280,282,278,279.5,1.5,0.0054,2050006,7322
2012/4/16,278,287.5,277,282,2.5,0.0089,2502928,8820
2012/4/17,285,286,274,274,-8,-0.0284,2769001,9923
2012/4/18,280,281,276,277.5,3.5,0.0128,1941001,6961
2012/4/19,278,278,273.5,276.5,-1,-0.0036,1529791,5545
2012/4/20,276.5,276.5,260,260,-16.5,-0.0597,4940720,18633
2012/4/23,260,263.5,256,260.5,0.5,0.0019,2168958,8358
2012/4/24,260,262,257,258,-2.5,-0.0096,1875684,7241
2012/4/25,260,263.5,259,263,5,0.0194,1993455,7628
2012/4/26,265,265,257,257,-6,-0.0228,1974132,7624
2012/4/27,258,260.5,239.5,240.5,-16.5,-0.0642,4678299,18874
2012/4/30,235,253,235,253,12.5,0.052,3249137,13195
2012/5/2,255.5,269,249,267,14,0.0553,5347230,20535
2012/5/3,265,267,262,265.5,-1.5,-0.0056,2549379,9635
2012/5/4,264.5,271.5,263.5,271,5.5,0.0207,2848485,10556
2012/5/7,267,273.5,266,273.5,2.5,0.0092,2425352,8991
2012/5/8,276,276,265,265,-8.5,-0.0311,2356930,8748
2012/5/9,262,269,260.5,265,0,0,1546180,5839
2012/5/10,265,268,262,264,-1,-0.0038,1131965,4279
2012/5/11,265.5,267,263,263,-1,-0.0038,1384044,5231
2012/5/14,263.5,265,261.5,264,1,0.0038,939561,3568
2012/5/15,260.5,269,260.5,269,5,0.0189,1860295,7024
2012/5/16,269,269,262,262,-7,-0.026,1588907,5997
2012/5/17,267,276,264.5,272.5,10.5,0.0401,2682316,9902
2012/5/18,268,269,261,262,-10.5,-0.0385,1911534,7216
2012/5/21,264,268,262,262,0,0,1026552,3878
2012/5/22,266,266.5,262,262.5,0.5,0.0019,1474632,5577
2012/5/23,260,260,252,253,-9.5,-0.0362,1963291,7699
2012/5/24,255,258,254.5,256.5,3.5,0.0138,1170639,4568
2012/5/25,256.5,259,254.5,254.5,-2,-0.0078,1172835,4579
2012/5/28,255.5,259,249,259,4.5,0.0177,1621730,6387
2012/5/29,262,273,261,272.5,13.5,0.0521,3315967,12319
2012/5/30,272,272,267,267,-5.5,-0.0202,2323155,8646
2012/5/31,262,271,261,264,-3,-0.0112,3199368,12033
2012/6/1,263,267.5,256,257.5,-6.5,-0.0246,2100696,8003
2012/6/4,245.5,249,241,245,-12.5,-0.0485,2513996,10243
2012/6/5,253.5,254.5,251,254,9,0.0367,1805365,7144
2012/6/6,255,259,252.5,257.5,3.5,0.0138,1432702,5583
2012/6/7,264,265,260.5,260.5,3,0.0117,2000043,7640
2012/6/8,261,262,253,254,-6.5,-0.025,1828526,7139
2012/6/11,260,262,256,258,4,0.0157,963825,3730
2012/6/12,252,255.5,252,255,-3,-0.0116,1098386,4332
2012/6/13,259,259.5,256,258,3,0.0118,925946,3591
2012/6/14,260,265,257.5,261,3,0.0116,2004367,7650
2012/6/15,263,269,262,265,4,0.0153,2750524,10313
2012/6/18,272,278.5,271,276.5,11.5,0.0434,3393359,12370
2012/6/19,276.5,277.5,271.5,274.5,-2,-0.0072,1852590,6748
2012/6/20,277.5,278,274.5,276,1.5,0.0055,2073776,7513
2012/6/21,275,276,270.5,271,-5,-0.0181,1389015,5095
2012/6/22,269,274,267,274,3,0.0111,1693227,6243
